FundingOrgName,LeadROName,ProjectReference,ProjectCategory,PISurname,PIFirstName,PIOtherNames,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,FundingOrgId,LeadROId,PIId,ProjectId,GTRProjectUrl
STFC,University of Sheffield,PP/D508947/1,Research Grant,Thompson,Lee,,CREATE: Cosmic Ray Experimental Apparatus for TEaching,01/04/2006,31/03/2009,30000,,D7F4F462-0518-4784-908A-D12633C139B3,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,8DEC3857-E949-4553-9AFF-861FCBA63452,163CF82B-441F-45DF-9041-26E9B6552F19,http://gtr.rcuk.ac.uk:80/project/163CF82B-441F-45DF-9041-26E9B6552F19
STFC,University College London,ST/J005215/1,Research Grant,Grindrod,Peter,,Surface-atmosphere exchange and the history of water on Mars,01/09/2012,30/06/2013,251943,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,3B4F45E3-3B6E-4409-88B2-112C67FC9310,D5D82737-D64D-4542-B27A-1E87D34840FC,http://gtr.rcuk.ac.uk:80/project/D5D82737-D64D-4542-B27A-1E87D34840FC
STFC,University of Strathclyde,PP/F00110X/1,Research Grant,Lockerbie,Nicholas,Anthony,Investigations in Gravitational Radiation,01/10/2007,30/09/2010,571991,,D7F4F462-0518-4784-908A-D12633C139B3,5BB4F8BF-B4E0-4EAF-9AF5-885E19D64850,24D61EC9-C392-462E-89CE-AB2ED5B86DC9,4AF94F0B-383C-463C-BCF6-1BA05FB999E0,http://gtr.rcuk.ac.uk:80/project/4AF94F0B-383C-463C-BCF6-1BA05FB999E0
STFC,University of Oxford,ST/N001796/1,Research Grant,Miller,Lance,,Euclid UK Science Ground Segment Implementation,01/04/2015,30/06/2020,854512,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,781E55C4-1401-4DE5-8AA8-35831B7BA578,F3641EDD-322D-4ABA-AC38-2825E8CAEC75,http://gtr.rcuk.ac.uk:80/project/F3641EDD-322D-4ABA-AC38-2825E8CAEC75
STFC,University of Edinburgh,ST/J003468/1,Fellowship,Lotay,Gavin,,Nuclear Physics in the Cosmos,01/10/2012,30/09/2013,434936,,D7F4F462-0518-4784-908A-D12633C139B3,F0F2AC58-F3D5-4F25-8E51-6AF679C5EBFA,6A40675C-6851-4136-BDD2-1369860F1036,ED7A6AFC-966D-40AB-8CE0-1D5C320F8B93,http://gtr.rcuk.ac.uk:80/project/ED7A6AFC-966D-40AB-8CE0-1D5C320F8B93
STFC,University of Sheffield,ST/K00302X/1,Fellowship,Spooner,Neil,,Particle Detection for Industry at Sheffield: Business Development Manager,29/04/2013,28/01/2016,130880,,D7F4F462-0518-4784-908A-D12633C139B3,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,3D45DEB0-CE95-4920-8DE8-4113FA39E893,2ACDF021-4B00-47C5-80D7-2529AE4C39B2,http://gtr.rcuk.ac.uk:80/project/2ACDF021-4B00-47C5-80D7-2529AE4C39B2
STFC,National Museum Wales,ST/G503087/1,Research Grant,Horak,Jana,Mary,Down to Earth: An Astronomy Education Programme for the UK,01/04/2009,31/03/2010,6000,,D7F4F462-0518-4784-908A-D12633C139B3,4BA765CA-B8C3-421F-B756-168C9F553308,8A48A7B2-DB33-4276-8303-1F9EFA5D5913,2BB6ECC7-7292-40D2-BD54-227C4E126893,http://gtr.rcuk.ac.uk:80/project/2BB6ECC7-7292-40D2-BD54-227C4E126893
STFC,University of Oxford,ST/J002011/1,Research Grant,Seryi,Andrei,,The John Adams Institute for Accelerator Science,01/09/2012,31/08/2016,2899200,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,866519A9-3163-445B-9F56-0B6DF035238C,34B6FD3F-9704-4AE8-9D6F-2A00BFCA569E,http://gtr.rcuk.ac.uk:80/project/34B6FD3F-9704-4AE8-9D6F-2A00BFCA569E
STFC,University College London,ST/K002902/1,Research Grant,Cropper,Mark,Scott,Implementation Phase of the UK Euclid programme (2012-2017): VIS Instrument,01/04/2012,31/03/2017,5678240,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,4CAF2535-5CD7-40A1-ABD4-8F7769B393B6,36CCEDC0-BFFF-4C19-ABA7-2CCD583DC99F,http://gtr.rcuk.ac.uk:80/project/36CCEDC0-BFFF-4C19-ABA7-2CCD583DC99F
STFC,Cardiff University,ST/J000345/1,Research Grant,Sathyaprakash,Bangalore,,Investigations in gravitational radiation,01/04/2012,30/09/2013,880831,,D7F4F462-0518-4784-908A-D12633C139B3,9C10D78F-6430-4CA7-9528-B96B0762A4C6,2907668F-47C8-4307-A8BA-CC69EBDE6E66,BE4CA5B1-2448-4C33-AA0B-237218E2DDE7,http://gtr.rcuk.ac.uk:80/project/BE4CA5B1-2448-4C33-AA0B-237218E2DDE7
STFC,Brunel University,ST/H000925/2,Research Grant,Hobson,Peter,Robert,"Exploitation of the CMS experiment at the LHC, construction of MICE phase 2 and R&amp;D for large-scale neutrino detectors.",01/10/2010,30/09/2012,154226,,D7F4F462-0518-4784-908A-D12633C139B3,BECA2763-0902-40AA-8DB2-836A5731CF58,2FBCDF15-08D5-4EF2-993F-79D160F7B6C9,B81B7CE2-5FB0-4074-9226-28DEF061E293,http://gtr.rcuk.ac.uk:80/project/B81B7CE2-5FB0-4074-9226-28DEF061E293
STFC,University of Warwick,ST/I005773/1,Research Grant,Marsh,Thomas,,"PATT-linked grant for Warwick Astronomy &amp; Astrophysics Group, April 2011 to March 2013",11/04/2011,10/04/2013,21581,,D7F4F462-0518-4784-908A-D12633C139B3,B6FB652A-60C3-48DD-9A33-075D1F759B48,F6C6D8EE-8062-482D-8826-119457404CA1,21D1268A-14BC-483A-8C49-2B433324C194,http://gtr.rcuk.ac.uk:80/project/21D1268A-14BC-483A-8C49-2B433324C194
STFC,"Queen Mary, University of London",ST/H001042/2,Research Grant,Lloyd,Stephen,,QMUL Experimental Particle Physics Programme 2009-2014,01/10/2010,30/09/2012,2686970,,D7F4F462-0518-4784-908A-D12633C139B3,D5337A10-AC8A-402A-8164-C5F9CC6B0140,12E97FDA-A0D8-43AB-B505-904937A300D5,57C38100-AC72-437F-A914-2A801E611F9B,http://gtr.rcuk.ac.uk:80/project/57C38100-AC72-437F-A914-2A801E611F9B
STFC,University of Sheffield,ST/L000954/1,Research Grant,Daw,Edward,John,Investigations in Gravitational Radiation,01/10/2013,30/09/2017,131646,,D7F4F462-0518-4784-908A-D12633C139B3,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,0F031A3D-AEE5-43C6-8F8D-BF5447D7CFEC,7B6FCC62-C406-450A-97D7-43A8AF77D90A,http://gtr.rcuk.ac.uk:80/project/7B6FCC62-C406-450A-97D7-43A8AF77D90A
STFC,University College London,ST/G008868/1,Research Grant,Branduardi-Raymont,Graziella,,XMM-RGS Post-Launch Support Continuation,01/04/2009,31/03/2011,69375,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,72656799-31F8-4AE8-B9F9-1DC8B4C637F6,E40666A6-70CC-4A35-A280-4BB205A09B49,http://gtr.rcuk.ac.uk:80/project/E40666A6-70CC-4A35-A280-4BB205A09B49
STFC,The University of Manchester,ST/K003410/1,Research Grant,Gersabeck,Marco,,Discovery of Matter Anti-matter Asymmetry in the Charm Sector,28/06/2013,27/06/2016,220780,,D7F4F462-0518-4784-908A-D12633C139B3,E5AFE7E4-FF5D-4FF1-B50B-E04A6DF7D791,1144B9D4-E6E8-4A50-83BC-4FFEC4A3A870,6149A71E-3BB8-4E41-93BC-49A48A3ABE8A,http://gtr.rcuk.ac.uk:80/project/6149A71E-3BB8-4E41-93BC-49A48A3ABE8A
STFC,Imperial College London,ST/J00202X/1,Research Grant,Sephton,Mark,Andrew,Using ExoMars Technology to Recover Unconventional Oil,01/10/2011,31/03/2012,43686,,D7F4F462-0518-4784-908A-D12633C139B3,46387D84-F71E-4B7D-8C7D-9C288F113510,D2355529-2B53-4A1F-94C0-8084E04CCD07,5C6B5306-8189-4FDF-8AB9-42D7A93CA76A,http://gtr.rcuk.ac.uk:80/project/5C6B5306-8189-4FDF-8AB9-42D7A93CA76A
STFC,University of Kent,ST/H003509/1,Research Grant,Froebrich,Dirk,,Narrow-Band imaging survey of the inner Galactic Plane,20/07/2009,19/10/2009,1980,,D7F4F462-0518-4784-908A-D12633C139B3,687D087F-AEDD-4BCE-8CF8-E895FC5E9B3D,5B072702-6B77-470E-88AE-304523C3BC7E,CF38A85E-6D71-426E-B3BA-42B3EF2A3BBB,http://gtr.rcuk.ac.uk:80/project/CF38A85E-6D71-426E-B3BA-42B3EF2A3BBB
STFC,Durham University,ST/K000055/1,Research Grant,Richardson,Peter,,GridPP networking infrastructure (DRI) - Durham,17/02/2012,31/03/2012,24000,,D7F4F462-0518-4784-908A-D12633C139B3,46B41008-0EB4-4E28-BBFB-E98366999EC5,F913E8D3-9247-405C-8A9D-17CE1EBA6C82,19AFF4C0-5353-4FBD-BDD7-46EBBC9F770C,http://gtr.rcuk.ac.uk:80/project/19AFF4C0-5353-4FBD-BDD7-46EBBC9F770C
STFC,University of Glasgow,ST/K000446/1,Research Grant,Buttar,Craig,MacLeod,Common development of pixel tiles for the LHC upgrades,31/07/2012,30/07/2014,128495,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,AC0B0457-58F9-4E9F-AD63-895E6F3C3357,5366C6C9-6D7B-400F-A04E-41A35186458B,http://gtr.rcuk.ac.uk:80/project/5366C6C9-6D7B-400F-A04E-41A35186458B
STFC,The University of Manchester,ST/M001903/2,Research Grant,Scaife,Anna,Margaret,SKA SDP,01/01/2015,30/09/2016,179740,,D7F4F462-0518-4784-908A-D12633C139B3,E5AFE7E4-FF5D-4FF1-B50B-E04A6DF7D791,2E452829-694E-4C5B-B893-B3B5F68E4BA9,B6C79F04-A4AD-4FD1-91CF-3C1CC536C46C,http://gtr.rcuk.ac.uk:80/project/B6C79F04-A4AD-4FD1-91CF-3C1CC536C46C
STFC,University of Oxford,PP/B500858/1,Research Grant,Davies,Roger,L,Developing the UK Role in Extremely Large Telescopes,01/06/2004,30/06/2009,384684,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,231F4ECF-BC25-4539-9665-2F30CC9754E5,5183244A-86EC-49A7-A096-470D16B1A6D0,http://gtr.rcuk.ac.uk:80/project/5183244A-86EC-49A7-A096-470D16B1A6D0
STFC,The University of Manchester,ST/J001562/1,Research Grant,Zijlstra,Albert,Auke,Astrophysics at Jodrell Bank: the Radio Universe,01/04/2012,31/03/2014,2339350,,D7F4F462-0518-4784-908A-D12633C139B3,E5AFE7E4-FF5D-4FF1-B50B-E04A6DF7D791,A7B6DAD4-8702-42AC-B2C6-B9353E8E9B55,6516150E-1E2B-48CE-BCD9-406089AA711D,http://gtr.rcuk.ac.uk:80/project/6516150E-1E2B-48CE-BCD9-406089AA711D
STFC,University of Leicester,ST/H003428/1,Research Grant,Bunce,Emma,J,Europa Ganymede Short Term Funding,01/01/2009,31/03/2010,22399,,D7F4F462-0518-4784-908A-D12633C139B3,C842A34F-18F7-454D-A259-FED802368496,4168B099-04FB-4FB4-80ED-0278DF939E85,DDD088FB-5D2B-48A5-B0AB-4B7438C3706F,http://gtr.rcuk.ac.uk:80/project/DDD088FB-5D2B-48A5-B0AB-4B7438C3706F
STFC,University of Glasgow,ST/L001063/1,Research Grant,Doyle,Anthony,,Equipment addendum to Glasgow PPE CG,01/10/2012,31/03/2013,40000,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,BAB95B5E-CAB4-42FF-9C6F-D1FF9910F5E2,B77C0211-832D-4427-8EFA-47D8D80BEF1B,http://gtr.rcuk.ac.uk:80/project/B77C0211-832D-4427-8EFA-47D8D80BEF1B
STFC,University of Birmingham,ST/H002006/1,Research Grant,Ponman,Trevor,,Birmingham Astrophysics- Rolling Grant 2010-2015,01/04/2010,31/03/2013,2455460,,D7F4F462-0518-4784-908A-D12633C139B3,818CD6C9-61EE-41F2-9F37-0C7A8F43E25D,1B53F3C5-AF85-48A8-9A79-1DE04EBF3764,9544A9D4-1201-48AE-80AA-3CF87619E32B,http://gtr.rcuk.ac.uk:80/project/9544A9D4-1201-48AE-80AA-3CF87619E32B
STFC,Open University,ST/J00524X/1,Research Grant,Olsson-Francis,Karen,,Anaerobic Microorganisms: The Key for Detecting Life On Mars,01/10/2012,30/09/2017,308067,,D7F4F462-0518-4784-908A-D12633C139B3,89E6D9CB-DAF8-40A2-A9EF-B330A5A7FC24,B76034CE-5CAA-4E32-AA4B-FDC44E4A75B2,ED05C098-D600-4310-8C2B-44EB35F2C50A,http://gtr.rcuk.ac.uk:80/project/ED05C098-D600-4310-8C2B-44EB35F2C50A
STFC,University of Sheffield,PP/E002153/1,Research Grant,Thompson,Michael,John,Wave-equation helioseismology,01/05/2007,30/04/2009,22397,,D7F4F462-0518-4784-908A-D12633C139B3,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,A39623C7-D2B1-4197-AC32-B8704AC7DD27,4DE8E53A-0C62-4E1E-8AF1-57A71A9043FD,http://gtr.rcuk.ac.uk:80/project/4DE8E53A-0C62-4E1E-8AF1-57A71A9043FD
STFC,University of St Andrews,PPA/A/S/2003/00045,Fellowship,Mackay,Duncan,,Dynamic Solar Magnetic Fields,01/10/2004,30/09/2009,108727,,D7F4F462-0518-4784-908A-D12633C139B3,C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060,411A33E0-1168-41DB-B2B1-2AA31EFF0500,2245F6B1-BE82-4FC1-B475-49D89FDFD3ED,http://gtr.rcuk.ac.uk:80/project/2245F6B1-BE82-4FC1-B475-49D89FDFD3ED
STFC,Open University,ST/L000776/1,Research Grant,Grady,Monica,Mary,Astronomy and Planetary Sciences at the Open University (APSOU),01/04/2014,31/03/2017,3038020,,D7F4F462-0518-4784-908A-D12633C139B3,89E6D9CB-DAF8-40A2-A9EF-B330A5A7FC24,9452D1BB-F0DD-4D90-BC9C-521ED5F55754,102DB579-06C8-4EF3-B07D-4DD9EF126ADD,http://gtr.rcuk.ac.uk:80/project/102DB579-06C8-4EF3-B07D-4DD9EF126ADD
STFC,University of Sussex,ST/M003574/1,Research Grant,Thomas,Peter,,Additional AGP funding - supplementary to Sussex Consolidated Grant ST/L000652/1,01/04/2014,31/03/2015,98269,,D7F4F462-0518-4784-908A-D12633C139B3,A8967420-49D3-4509-9912-25FB3EC75B74,18ECC499-6DDB-4CB3-B687-56B9E40DE369,622A6455-FB8A-419A-9225-51978D77EEF2,http://gtr.rcuk.ac.uk:80/project/622A6455-FB8A-419A-9225-51978D77EEF2
STFC,University of Glasgow,ST/K002694/1,Research Grant,Robson,Aidan,,Particle Physics for Fife,29/08/2012,28/02/2013,1500,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,127C9E80-3595-4285-930C-5BBE9422839E,02CC3046-EA37-480C-97B8-4CC3A4694138,http://gtr.rcuk.ac.uk:80/project/02CC3046-EA37-480C-97B8-4CC3A4694138
STFC,Keele University,PP/F000057/1,Research Grant,Hellier,Coel,,Project support for the Wide Area Search for Planets,01/09/2008,31/03/2012,439091,,D7F4F462-0518-4784-908A-D12633C139B3,FC59975E-26E8-4A62-ABD8-A570DC6ABF06,F18ED19B-1A7F-4628-8E8E-D7DADAB26BB7,C8826E62-95C2-4006-B0F9-3DE7E55171E6,http://gtr.rcuk.ac.uk:80/project/C8826E62-95C2-4006-B0F9-3DE7E55171E6
STFC,University College London,PP/E006876/1,Research Grant,Nichol,Ryan,James,Detection of ultra high energy cosmic ray neutrinos with ANITA and investigation of future large-scale detectors,01/05/2007,31/10/2009,281291,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,48EEAF08-8EA3-43F5-A471-BC2386902C8C,BF2B2BF0-E58B-41B6-96F3-454DF837D713,http://gtr.rcuk.ac.uk:80/project/BF2B2BF0-E58B-41B6-96F3-454DF837D713
STFC,University of St Andrews,PP/D000890/1,Research Grant,Cameron,Andrew Collier,,Astrophysics at St.Andrews,01/04/2006,31/03/2009,1360730,,D7F4F462-0518-4784-908A-D12633C139B3,C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060,9D712577-7715-447D-9273-5B6321DDC827,C0D977DB-B2A6-436B-B1CB-44CED1B90B4E,http://gtr.rcuk.ac.uk:80/project/C0D977DB-B2A6-436B-B1CB-44CED1B90B4E
STFC,University of Birmingham,ST/K000845/1,Research Grant,Ponman,Trevor,,Birmingham Astrophysics: Consolidated Grant 2013-2016,01/04/2013,31/03/2016,1876500,,D7F4F462-0518-4784-908A-D12633C139B3,818CD6C9-61EE-41F2-9F37-0C7A8F43E25D,1B53F3C5-AF85-48A8-9A79-1DE04EBF3764,849AC353-5176-4E81-9A79-5139386BA9C6,http://gtr.rcuk.ac.uk:80/project/849AC353-5176-4E81-9A79-5139386BA9C6
STFC,University of Oxford,ST/J001988/1,Research Grant,Hook,Isobel Mary,,"Phase B1 funding for the UK Euclid programme, to selection of the mission in October 2011",01/07/2011,31/10/2011,5999,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,0D66468F-BC62-4ACE-9FD4-D26E0EFBAAC7,867CEA7E-A5AF-470F-84FB-281EF54745C5,http://gtr.rcuk.ac.uk:80/project/867CEA7E-A5AF-470F-84FB-281EF54745C5
STFC,University of Sheffield,ST/L006316/1,Research Grant,von Fay-Siebenburgen,Robert,,Detector development for the Advanced Technology Solar Telescope,01/06/2014,31/05/2018,55511,,D7F4F462-0518-4784-908A-D12633C139B3,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,5BD3DA82-FF39-44CB-894E-327A94572CDF,B6836AC3-0F5A-43FE-A290-1B206637650E,http://gtr.rcuk.ac.uk:80/project/B6836AC3-0F5A-43FE-A290-1B206637650E
STFC,University of Liverpool,ST/L000164/1,Research Grant,Chalker,Paul,Raymond,A Novel Active Anode for Improved Photomultiplier Dynamic Range and Lifetime,09/09/2013,08/09/2014,59050,,D7F4F462-0518-4784-908A-D12633C139B3,A0A585E0-6B0D-4643-A3A6-47943B4CBFEF,FD1EA6BD-2437-4689-B52B-5A0D7BC9C0B2,B24B35FE-C41E-4CD6-8C90-2DC61A00964A,http://gtr.rcuk.ac.uk:80/project/B24B35FE-C41E-4CD6-8C90-2DC61A00964A
STFC,University of Aberdeen,ST/L001233/1,Research Grant,Parnell,John,,PhD studentship ExoMars Raman spectroscopy,30/09/2013,29/03/2017,68790,,D7F4F462-0518-4784-908A-D12633C139B3,F7E13617-2678-475B-99E4-31479C92038D,71227399-86CD-4E97-B637-0347EA867804,2629EC1F-E493-4B42-83A0-146C05FEC7CF,http://gtr.rcuk.ac.uk:80/project/2629EC1F-E493-4B42-83A0-146C05FEC7CF
STFC,University of Sussex,ST/I003088/1,Research Grant,Loveday,Jonathan,,UKIDSS Observing 2010,01/07/2010,30/09/2010,1580,,D7F4F462-0518-4784-908A-D12633C139B3,A8967420-49D3-4509-9912-25FB3EC75B74,9F9F4FC2-6DAA-4C46-B311-F94F234825BC,70DA5AE0-6991-48A5-B727-1073D24D819E,http://gtr.rcuk.ac.uk:80/project/70DA5AE0-6991-48A5-B727-1073D24D819E
STFC,University of Edinburgh,ST/H002308/1,Research Grant,Rice,William,Kenneth,The role of massive protoplanetary discs in the formation of stars and planets,01/10/2010,31/03/2012,343013,,D7F4F462-0518-4784-908A-D12633C139B3,F0F2AC58-F3D5-4F25-8E51-6AF679C5EBFA,9D5B5493-C1EA-479F-BF22-49164D326E42,39065687-FCC4-46F3-8107-15694052CE59,http://gtr.rcuk.ac.uk:80/project/39065687-FCC4-46F3-8107-15694052CE59
STFC,University of Glasgow,PP/E000290/1,Research Grant,Doyle,Anthony,,Experimental Particle Physics: Glasgow 2006-11,01/10/2006,30/09/2009,5626580,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,BAB95B5E-CAB4-42FF-9C6F-D1FF9910F5E2,AC9E6707-7F79-43D4-B035-0E2806F34F1C,http://gtr.rcuk.ac.uk:80/project/AC9E6707-7F79-43D4-B035-0E2806F34F1C
STFC,Cardiff University,ST/M003221/1,Research Grant,Griffin,Matt,,Support of the Cardiff Herschel-SPIRE Post-Operations Programme from April 2015 to March 2016,01/04/2015,31/03/2016,123366,,D7F4F462-0518-4784-908A-D12633C139B3,9C10D78F-6430-4CA7-9528-B96B0762A4C6,E687B953-614E-4FAA-BF68-6692A1038016,B7D811E9-CADF-428F-A2BE-1A3BB6BEEAD7,http://gtr.rcuk.ac.uk:80/project/B7D811E9-CADF-428F-A2BE-1A3BB6BEEAD7
STFC,Imperial College London,ST/H001123/1,Research Grant,Pike,William,Thomas,Microseismometer for ExoMars 04/2009 - 6/2009,01/04/2009,30/06/2009,47852,,D7F4F462-0518-4784-908A-D12633C139B3,46387D84-F71E-4B7D-8C7D-9C288F113510,BFF871FD-6108-4D54-9B38-BFCBCA37C20F,D7AAD0C7-4236-44CF-89D2-1A01FDBDC473,http://gtr.rcuk.ac.uk:80/project/D7AAD0C7-4236-44CF-89D2-1A01FDBDC473
STFC,University of Oxford,ST/J00149X/1,Research Grant,Binney,James,Jeffrey,Consolidated grant for interim support of astronomy at Oxford,01/04/2012,31/03/2013,415840,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,1C1937A4-ECEC-4B04-8606-B77511B2A7EB,66308BAC-D692-42E9-A98E-161B1EBEAE33,http://gtr.rcuk.ac.uk:80/project/66308BAC-D692-42E9-A98E-161B1EBEAE33
STFC,University of Cambridge,PP/E001068/1,Research Grant,Efstathiou,George,,Visiting Fellowships at IoA,01/04/2007,31/03/2010,88583,,D7F4F462-0518-4784-908A-D12633C139B3,D1774113-D5D2-4B7C-A412-66A90FE4B96F,90176AB0-D747-401F-81AF-0F155A4190B1,3F79F8F7-FF32-4218-9CF4-2519DC142EE5,http://gtr.rcuk.ac.uk:80/project/3F79F8F7-FF32-4218-9CF4-2519DC142EE5
STFC,University of Cambridge,ST/L00397X/1,Fellowship,Hillier,Andrew,Stephen,Dynamics in solar prominences - connecting from small to large scale,24/11/2014,23/11/2019,413536,,D7F4F462-0518-4784-908A-D12633C139B3,D1774113-D5D2-4B7C-A412-66A90FE4B96F,321B6322-AFEA-48F9-B73F-DBB8E60343CF,483669F2-A47E-4CE3-B0B4-25AD630FF446,http://gtr.rcuk.ac.uk:80/project/483669F2-A47E-4CE3-B0B4-25AD630FF446
STFC,University of Sussex,ST/K001329/1,Research Grant,De Santo,Antonella,,2012 Consolidated Grant for Sussex Experimental Particle Physics (EPP),01/10/2012,30/09/2016,1838430,,D7F4F462-0518-4784-908A-D12633C139B3,A8967420-49D3-4509-9912-25FB3EC75B74,A8AA4055-B688-4360-AC7A-CEBA758F6A2B,F510F9C0-8511-4EA3-9E74-1C5B38D8BD92,http://gtr.rcuk.ac.uk:80/project/F510F9C0-8511-4EA3-9E74-1C5B38D8BD92
STFC,Anglo Australian Observatory,PP/D002494/1,Research Grant,Haynes,Roger,,Revolutionary Technologies for Optical-Infrared Astronomy,24/04/2006,23/04/2009,578558,,D7F4F462-0518-4784-908A-D12633C139B3,9C29FB1B-EE26-44C9-90D3-546F60E57F94,6FF354F5-5ECF-4CAE-9348-BF149879726D,E76B60D1-5D3F-464F-9EB3-21B42AF38A1C,http://gtr.rcuk.ac.uk:80/project/E76B60D1-5D3F-464F-9EB3-21B42AF38A1C
STFC,University of York,ST/M000044/1,Research Grant,Jenkins,David,Gareth,High-Performance Portable Isotope Identification,01/06/2014,31/05/2015,113762,,D7F4F462-0518-4784-908A-D12633C139B3,4C8B6E93-01E5-4C35-B017-762AA513CEC9,CC308287-408B-44DE-8F6E-411B5CB01895,CF7FC2E3-8FA6-4201-B121-296A1EF91CD2,http://gtr.rcuk.ac.uk:80/project/CF7FC2E3-8FA6-4201-B121-296A1EF91CD2
STFC,Armagh Observatory,ST/J001082/1,Research Grant,Doyle,John Gerard,,Armagh Observatory Consolidated Grant,02/04/2012,30/06/2015,306052,,D7F4F462-0518-4784-908A-D12633C139B3,38EACFA9-7432-4070-9293-CC1A0C928E08,EC4B8851-2A2C-43C1-A448-6458C679216F,2C94F9AD-F6B2-41B2-8E20-39FD63A630E5,http://gtr.rcuk.ac.uk:80/project/2C94F9AD-F6B2-41B2-8E20-39FD63A630E5
STFC,University of Oxford,PP/E003427/1,Research Grant,Hook,Isobel Mary,,PATT Travel for Oxford University,11/04/2007,10/04/2009,63191,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,0D66468F-BC62-4ACE-9FD4-D26E0EFBAAC7,D80FFDA0-64E3-4DB9-AE0D-2ECEBBDF2081,http://gtr.rcuk.ac.uk:80/project/D80FFDA0-64E3-4DB9-AE0D-2ECEBBDF2081
STFC,University College London,ST/I001042/1,Research Grant,Fazakerley,Andrew,Neil,Cluster Post Launch Support (Apr 2010-Dec2010),01/04/2010,31/12/2010,212579,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,BADE540A-C576-4AF3-A0FB-30863FA12B79,8E3FBE98-FBCA-41DC-8442-33B9841F8836,http://gtr.rcuk.ac.uk:80/project/8E3FBE98-FBCA-41DC-8442-33B9841F8836
STFC,University of Central Lancashire,ST/H003398/1,Research Grant,Eyres,Stewart,Paul,GMRT observations of classical novae,13/07/2009,12/10/2009,3400,,D7F4F462-0518-4784-908A-D12633C139B3,AEC15D5A-BFD5-4D34-978F-500C126C4FDC,3EBA3CA1-3DAC-42BD-87A9-70EE89D0C6D4,5410F0B6-BA7F-467B-957C-31A320B22439,http://gtr.rcuk.ac.uk:80/project/5410F0B6-BA7F-467B-957C-31A320B22439
STFC,The University of Manchester,ST/L00349X/1,Research Grant,Soldner-Rembold,Stefan,,Equipment for Particle Physics Experimentation,01/10/2013,30/09/2014,76200,,D7F4F462-0518-4784-908A-D12633C139B3,E5AFE7E4-FF5D-4FF1-B50B-E04A6DF7D791,A0B95F21-37DF-4B88-84CD-091248E3E24D,4218D7E3-F5F4-4A6E-BA51-3EB4182E892D,http://gtr.rcuk.ac.uk:80/project/4218D7E3-F5F4-4A6E-BA51-3EB4182E892D
STFC,University of Edinburgh,ST/J004626/1,Research Grant,Best,Philip,,Travel support for Edinburgh PATT observers 2012-2014,01/04/2012,31/03/2014,24097,,D7F4F462-0518-4784-908A-D12633C139B3,F0F2AC58-F3D5-4F25-8E51-6AF679C5EBFA,B26EEB46-AF55-4B19-9134-A130988B33C9,A094BC15-F4E9-4BD9-AE99-3A5145885BFE,http://gtr.rcuk.ac.uk:80/project/A094BC15-F4E9-4BD9-AE99-3A5145885BFE
STFC,University of Oxford,ST/J001503/1,Research Grant,Yassin,Ghassan,,Ultra-sensitive Detectors for Astronomy,01/04/2012,31/03/2015,627653,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,6A3F2B18-1FA2-4B01-B0AC-A52C39725BB1,FE3E2B19-E97D-4683-A948-3A529E75BC01,http://gtr.rcuk.ac.uk:80/project/FE3E2B19-E97D-4683-A948-3A529E75BC01
