FundingOrgName,LeadROName,ProjectReference,ProjectCategory,PISurname,PIFirstName,PIOtherNames,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,FundingOrgId,LeadROId,PIId,ProjectId,GTRProjectUrl
STFC,University of Surrey,ST/H003800/1,Research Grant,Lohstroh,Annika,,CdTe drift detectors RESUBMISSION,06/01/2010,05/03/2011,109470,,D7F4F462-0518-4784-908A-D12633C139B3,67B34D05-3A52-4A09-8FF9-F2398D60E246,4DB3213F-0392-4DA8-99B0-C05FAD04BF7F,18358412-BAF1-4032-B67C-0EA7B8DB2A7F,http://gtr.rcuk.ac.uk:80/project/18358412-BAF1-4032-B67C-0EA7B8DB2A7F
STFC,University of St Andrews,ST/G001987/1,Research Grant,Bonnell,Ian,,Astrophysics in St Andrews/SUPA,01/04/2009,31/03/2012,2592750,,D7F4F462-0518-4784-908A-D12633C139B3,C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060,25624341-5A2A-48B4-9E27-5DD034CC3E8B,BF785C85-DEB6-4DCD-A08D-10F7DD5BB1F7,http://gtr.rcuk.ac.uk:80/project/BF785C85-DEB6-4DCD-A08D-10F7DD5BB1F7
STFC,University of Bath,ST/I003614/1,Research Grant,Fullekrug,Martin,,High Precision eLORAN clock,03/10/2011,02/10/2012,87708,,D7F4F462-0518-4784-908A-D12633C139B3,EAAD4D43-BD15-432B-9385-2DBD0C65958D,A2E1058C-5474-415C-B353-51DE0B2802A6,299ACE07-CC38-49FF-8D9E-123BB460D520,http://gtr.rcuk.ac.uk:80/project/299ACE07-CC38-49FF-8D9E-123BB460D520
STFC,University College London,PP/D507315/1,Research Grant,Thorne,Robert,Samuel,Global Fits for Parton Distributions and Implications for Hadron Collider Physics,01/04/2006,31/03/2009,150676,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,F65886F0-58B7-432F-AFF5-F4A72F3EC516,3E067D96-1AB1-4D3B-BEEA-0DF33CA3D4D2,http://gtr.rcuk.ac.uk:80/project/3E067D96-1AB1-4D3B-BEEA-0DF33CA3D4D2
STFC,Imperial College London,ST/J005363/1,Research Grant,Sephton,Mark,Andrew,ExoMars and Beyond: A lab-based Mars mission for the Life Marker Chip,01/10/2012,30/09/2015,64503,,D7F4F462-0518-4784-908A-D12633C139B3,46387D84-F71E-4B7D-8C7D-9C288F113510,D2355529-2B53-4A1F-94C0-8084E04CCD07,B6D462C9-CEE4-4E9F-935B-147A57C38036,http://gtr.rcuk.ac.uk:80/project/B6D462C9-CEE4-4E9F-935B-147A57C38036
STFC,University College London,ST/L000830/1,Research Grant,Zane,Silvia,,LOFT Extended Assessment Phase,01/04/2013,31/12/2013,144319,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,9C349C45-76B7-4CDF-8B90-24396541F2FC,B8E51EF4-C116-43AE-9F26-18D1947EAEB9,http://gtr.rcuk.ac.uk:80/project/B8E51EF4-C116-43AE-9F26-18D1947EAEB9
STFC,University of Central Lancashire,ST/M00760X/1,Research Grant,Brown,Daniel,Stephen,Consolidated Solar Research at UCLan,01/04/2015,31/03/2018,315886,,D7F4F462-0518-4784-908A-D12633C139B3,AEC15D5A-BFD5-4D34-978F-500C126C4FDC,2D28E26F-2131-47E4-9B9D-BA5BD9897B37,D6ECE560-A9DC-47D3-895F-14866C6C9B8D,http://gtr.rcuk.ac.uk:80/project/D6ECE560-A9DC-47D3-895F-14866C6C9B8D
STFC,Cardiff University,ST/F004680/1,Research Grant,Ade,Peter,,Support of the Cardiff Planck-HFI Programme from June 2007 to May 2009,01/06/2007,30/04/2011,387885,,D7F4F462-0518-4784-908A-D12633C139B3,9C10D78F-6430-4CA7-9528-B96B0762A4C6,2A5E4786-2B17-44FA-ABC8-9F0223F188DA,94D20109-50E5-4F6E-A99A-186CC1B4DF24,http://gtr.rcuk.ac.uk:80/project/94D20109-50E5-4F6E-A99A-186CC1B4DF24
STFC,Liverpool John Moores University,ST/G00417X/1,Research Grant,Carter,David,,PATT-Linked Grant for Travel and Subsistence,01/10/2008,30/09/2010,46540,,D7F4F462-0518-4784-908A-D12633C139B3,772A1E12-7175-46C0-B665-CE27930D15A8,F59938D9-0020-4BC0-B3C3-2D04963E9D34,EA994FB2-50A3-472D-97F1-110F0C163393,http://gtr.rcuk.ac.uk:80/project/EA994FB2-50A3-472D-97F1-110F0C163393
STFC,University of Southampton,ST/L000679/1,Research Grant,Sullivan,Mark,,Physics and Cosmology with Supernovae,01/07/2014,30/06/2016,159443,,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,4EB6741C-30B6-462D-B969-5DA3D8B2DBAA,EB12C2C5-9494-437F-AB5E-106E971D1652,http://gtr.rcuk.ac.uk:80/project/EB12C2C5-9494-437F-AB5E-106E971D1652
STFC,University of Hertfordshire,ST/J501542/1,Research Grant,Thompson,Mark,Anthony,A travelling exhibition of the Herschel Hi-GAL Milky Way,16/08/2012,15/08/2013,6550,,D7F4F462-0518-4784-908A-D12633C139B3,5E589D68-A73C-42BB-892C-BC508C7B60CA,D9B85156-E756-469E-BEB5-988A55D88A6E,F5F63B22-0934-45FB-9901-0FE1A69CF24F,http://gtr.rcuk.ac.uk:80/project/F5F63B22-0934-45FB-9901-0FE1A69CF24F
STFC,Brunel University,ST/J500112/1,Research Grant,Cole,Joanne Elise,,Girls Allowed! Why women should study physics.,21/02/2012,20/02/2014,3000,,D7F4F462-0518-4784-908A-D12633C139B3,BECA2763-0902-40AA-8DB2-836A5731CF58,6B32B1BB-A322-41A1-A3A7-6156FEA87FA0,7272A9C9-6A63-458C-AD2B-11A4FB8B99A8,http://gtr.rcuk.ac.uk:80/project/7272A9C9-6A63-458C-AD2B-11A4FB8B99A8
STFC,Cardiff University,ST/I006285/1,Research Grant,Fairhurst,Stephen,,UK Involvement in the Operation of Advanced LIGO,01/08/2011,31/07/2015,720884,,D7F4F462-0518-4784-908A-D12633C139B3,9C10D78F-6430-4CA7-9528-B96B0762A4C6,E15DBCFC-A8DD-425E-826D-2FE64A8692FD,A4339999-34BA-4E3B-BC93-19509924784B,http://gtr.rcuk.ac.uk:80/project/A4339999-34BA-4E3B-BC93-19509924784B
STFC,University of Cambridge,ST/K001728/1,Research Grant,Gripaios,Ben,Matthew,New Applicants Scheme - Ben Gripaios,30/06/2012,29/03/2015,3460,,D7F4F462-0518-4784-908A-D12633C139B3,D1774113-D5D2-4B7C-A412-66A90FE4B96F,EF0E21AE-84E1-4026-A145-FA7DEB4A7B64,F4599306-50BC-45DD-AA1D-15A4C32D20F6,http://gtr.rcuk.ac.uk:80/project/F4599306-50BC-45DD-AA1D-15A4C32D20F6
STFC,University of Warwick,ST/I003649/1,Fellowship,Foullon,Claire,,Flow-driven Instabilities of the Sun-Earth System,01/02/2012,30/06/2013,432816,,D7F4F462-0518-4784-908A-D12633C139B3,B6FB652A-60C3-48DD-9A33-075D1F759B48,C966D200-4DFA-4915-89CF-31574E3DDD75,64E4A2A9-940F-4F19-BC71-204EC296323D,http://gtr.rcuk.ac.uk:80/project/64E4A2A9-940F-4F19-BC71-204EC296323D
STFC,University of Cambridge,ST/M007677/1,Research Grant,Maiolino,Roberto,,UK Programme for the European Extremely Large Telescope - Support 14-15,06/04/2014,05/10/2015,188535,,D7F4F462-0518-4784-908A-D12633C139B3,D1774113-D5D2-4B7C-A412-66A90FE4B96F,EACD621B-19AD-4E9D-ADF7-41F953650F0D,5CA054DF-E7BD-4F8C-A5B9-1E9C0965C231,http://gtr.rcuk.ac.uk:80/project/5CA054DF-E7BD-4F8C-A5B9-1E9C0965C231
STFC,University of Sussex,ST/K002473/1,Research Grant,Peeters,Simon,Jan,Liquid Argon Detector Calibration R&amp;D for Dark Matter and Neutrino Physics,01/10/2012,30/09/2014,18200,,D7F4F462-0518-4784-908A-D12633C139B3,A8967420-49D3-4509-9912-25FB3EC75B74,E655F1A9-3FD6-42A0-ADA2-B685006B847E,27829DA6-16F5-44B4-9F90-1C735C9133A8,http://gtr.rcuk.ac.uk:80/project/27829DA6-16F5-44B4-9F90-1C735C9133A8
STFC,University College London,ST/G004188/1,Research Grant,Coates,Andrew,John,Venus Express ASPERA-4 ELS Post-Launch Support,01/03/2009,31/05/2011,78950,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,7BBA7EFB-6519-45EE-8FA2-FCF1519FF9E1,2AD16581-576E-4CCE-B5C3-1DA0E8EDCE6E,http://gtr.rcuk.ac.uk:80/project/2AD16581-576E-4CCE-B5C3-1DA0E8EDCE6E
STFC,Queen's University of Belfast,ST/J000027/1,Research Grant,Pollacco,Don,,WASP Bridge - 1st April 2011 to 31th March 2012,01/04/2011,31/12/2012,35520,,D7F4F462-0518-4784-908A-D12633C139B3,6DF12A24-BEFF-40FA-9A8E-D79B6BFDF346,1D92F2D4-C731-4CCF-81CB-EE052D27D8F9,6D3784E3-92C2-4A67-81D6-1C32C64C0B24,http://gtr.rcuk.ac.uk:80/project/6D3784E3-92C2-4A67-81D6-1C32C64C0B24
STFC,University of Liverpool,ST/L005670/1,Research Grant,Herzberg,Rolf-Dietmar,Kurt,Nuclear Physics Consolidated Grant,01/08/2014,30/09/2018,2213700,,D7F4F462-0518-4784-908A-D12633C139B3,A0A585E0-6B0D-4643-A3A6-47943B4CBFEF,74E4D852-1E72-4AB9-A566-AFFB9DA7FE5D,381FA829-B235-4E59-BF0E-2354C4464FC1,http://gtr.rcuk.ac.uk:80/project/381FA829-B235-4E59-BF0E-2354C4464FC1
STFC,University of Sheffield,ST/G003645/1,Research Grant,Balikhin,Michael,,Cross Scale Bridging Loan Request,01/11/2008,30/04/2009,7051,,D7F4F462-0518-4784-908A-D12633C139B3,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,9EC8D9CE-98B9-4FDC-BFDA-664223C579F8,9F7A1C3F-3BCC-4531-B4EE-20019BC6985B,http://gtr.rcuk.ac.uk:80/project/9F7A1C3F-3BCC-4531-B4EE-20019BC6985B
STFC,University of Leicester,ST/I006234/1,Research Grant,Sims,Mark,Rayner,Life Marker Chip Sterilisation and AIV Equipment,01/01/2011,31/03/2011,75890,,D7F4F462-0518-4784-908A-D12633C139B3,C842A34F-18F7-454D-A259-FED802368496,B908579A-DBB7-4733-9C27-7502F5AED2A1,1FD24A07-68E9-4061-99D1-1CA4471B11CF,http://gtr.rcuk.ac.uk:80/project/1FD24A07-68E9-4061-99D1-1CA4471B11CF
STFC,University of Bath,PP/D002230/1,Research Grant,Mitchell,Cathryn,,DATA ASSIMILATION FOR THE STUDY OF MAGNETOSPHERE-IONOSPHERE-ATMOSPHERE COUPLING,01/09/2006,31/08/2009,165197,,D7F4F462-0518-4784-908A-D12633C139B3,EAAD4D43-BD15-432B-9385-2DBD0C65958D,A5D46830-A5BC-4B08-BA61-19E52ED93256,20CA83D2-9B55-4533-9B3F-1AC9055FDA1A,http://gtr.rcuk.ac.uk:80/project/20CA83D2-9B55-4533-9B3F-1AC9055FDA1A
STFC,University of Edinburgh,ST/N000595/1,Research Grant,Mann,Robert,Graham,Gaia Data Flow System: 2015-2018 (Edinburgh component),01/04/2015,31/03/2018,862465,,D7F4F462-0518-4784-908A-D12633C139B3,F0F2AC58-F3D5-4F25-8E51-6AF679C5EBFA,2BFF62D1-7EEA-4BF8-8B06-D80542F129C1,E5FF17A8-F531-4E3F-BA12-2BAB21C3F566,http://gtr.rcuk.ac.uk:80/project/E5FF17A8-F531-4E3F-BA12-2BAB21C3F566
STFC,University of Liverpool,EP/C015266/1,Research Grant,Page,Robert,,Probing the limit of nuclear existence for heavy proton rich nuclei,01/10/2005,31/01/2010,444648,,D7F4F462-0518-4784-908A-D12633C139B3,A0A585E0-6B0D-4643-A3A6-47943B4CBFEF,7F841AE9-441F-4A7B-B3B6-5123D16F7016,26AAB88E-58AA-4E82-B8B1-2C06FCBE5C0D,http://gtr.rcuk.ac.uk:80/project/26AAB88E-58AA-4E82-B8B1-2C06FCBE5C0D
STFC,University of Cambridge,PP/D004098/2,Fellowship,Kunduri,Hari,Krishna,String Theory and the Microphysics of Black Holes,01/10/2007,30/09/2009,121494,,D7F4F462-0518-4784-908A-D12633C139B3,D1774113-D5D2-4B7C-A412-66A90FE4B96F,7CF7F474-81E8-47F0-BC5F-A68C83A0A405,27069701-D193-409F-87C4-293B0A5E88DF,http://gtr.rcuk.ac.uk:80/project/27069701-D193-409F-87C4-293B0A5E88DF
STFC,University of Oxford,ST/H000704/1,Research Grant,Davies,Roger,L,Extension to DBRHKF0 : Developing the UK Role in Extremely Large Telescopes,01/07/2009,31/12/2010,53516,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,231F4ECF-BC25-4539-9665-2F30CC9754E5,C6739B12-5930-4519-95FA-32A2F0B1C733,http://gtr.rcuk.ac.uk:80/project/C6739B12-5930-4519-95FA-32A2F0B1C733
STFC,University of Dundee,PP/E004628/1,Fellowship,Wilmot-Smith,Antonia,Lindsay,Heating the corona by 3D magnetic reconnection.,01/10/2007,30/09/2010,199991,,D7F4F462-0518-4784-908A-D12633C139B3,90051600-6EF2-4093-BA8C-2B4B6F550895,B47F3CDD-7EF8-4F22-9328-428DE09E41B0,B54CBD78-36E5-4F30-805E-2B0A35D7D848,http://gtr.rcuk.ac.uk:80/project/B54CBD78-36E5-4F30-805E-2B0A35D7D848
STFC,University of Cambridge,ST/I002634/1,Research Grant,Thomson,Mark,Andrew,RA to work on MINOS,01/10/2010,31/03/2013,111620,,D7F4F462-0518-4784-908A-D12633C139B3,D1774113-D5D2-4B7C-A412-66A90FE4B96F,310F55B6-2936-4403-9449-920739843816,DDCBAAE7-8822-47DE-B22A-22655F53C111,http://gtr.rcuk.ac.uk:80/project/DDCBAAE7-8822-47DE-B22A-22655F53C111
STFC,University of Brighton,ST/I005874/1,Research Grant,Bruce,Alison,,Travel to MSU (November 2010) for experiment on isobaric analogue states,01/11/2010,28/02/2011,2398,,D7F4F462-0518-4784-908A-D12633C139B3,5904176C-7486-4E2B-959A-94C29ADE4D96,B5A62B5C-E30C-41BE-A249-F3088DCDBD9F,D3358DF2-FD32-4A6E-8D00-2D95E56B163E,http://gtr.rcuk.ac.uk:80/project/D3358DF2-FD32-4A6E-8D00-2D95E56B163E
STFC,Heriot-Watt University,ST/J000310/1,Research Grant,Szabo,Richard Joseph,,Particle Theory at the Tait Institute,18/11/2011,17/11/2014,68920,,D7F4F462-0518-4784-908A-D12633C139B3,E5A82D2C-5AD4-488A-ACFF-566345A5D6DA,DD13920B-B328-4296-803B-37725F574874,4050856C-ED5B-4A1D-A21C-2E121E93E238,http://gtr.rcuk.ac.uk:80/project/4050856C-ED5B-4A1D-A21C-2E121E93E238
STFC,Open University,ST/M004201/1,Research Grant,Grady,Monica,Mary,CG Project P,01/09/2014,31/03/2015,98549,,D7F4F462-0518-4784-908A-D12633C139B3,89E6D9CB-DAF8-40A2-A9EF-B330A5A7FC24,9452D1BB-F0DD-4D90-BC9C-521ED5F55754,930124B5-E33A-4B02-A334-1C4DF8B631B2,http://gtr.rcuk.ac.uk:80/project/930124B5-E33A-4B02-A334-1C4DF8B631B2
STFC,University of Bristol,PP/E002722/1,Research Grant,Newbold,David,Michael,The GridPP3 Project - Tier-2 support,01/04/2008,31/03/2011,95078,,D7F4F462-0518-4784-908A-D12633C139B3,FD94FDDE-5BBC-4E12-911F-0B70DBCFA743,D712C822-A222-4991-B054-38968F593FE3,23A3F0E6-975D-445E-825E-2047A9C8BDAE,http://gtr.rcuk.ac.uk:80/project/23A3F0E6-975D-445E-825E-2047A9C8BDAE
STFC,University of Glasgow,ST/F003633/1,Fellowship,O'Shea,Valentine,,SUPA Business Development Manager,01/09/2008,30/06/2013,252844,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,ED5A8E76-82DF-484D-8558-B3453D86D940,E2895FA1-17CB-4E80-9238-2581514D3DB3,http://gtr.rcuk.ac.uk:80/project/E2895FA1-17CB-4E80-9238-2581514D3DB3
STFC,Open University,ST/K001221/1,Research Grant,Holland,Andrew,,CubeSat Mission Concept Studies,01/02/2012,30/06/2012,27423,,D7F4F462-0518-4784-908A-D12633C139B3,89E6D9CB-DAF8-40A2-A9EF-B330A5A7FC24,7FFE9D5F-5DF0-4882-B6F1-D53967EFA0CF,99E4B335-F58B-4AED-9179-1F67940E3E0E,http://gtr.rcuk.ac.uk:80/project/99E4B335-F58B-4AED-9179-1F67940E3E0E
STFC,University College London,ST/F006683/1,Research Grant,Page,Mathew,James,XMM OM Operations,01/04/2007,31/03/2009,374318,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,64531BCE-6D14-4B91-9517-3365EDEAC73A,B8FD883D-2444-40FA-AA70-1E1A0E88D44D,http://gtr.rcuk.ac.uk:80/project/B8FD883D-2444-40FA-AA70-1E1A0E88D44D
STFC,University of Birmingham,ST/J00166X/1,Research Grant,Vecchio,Alberto,,Bringing Advanced LIGO to Design Performance and Further Sensitivity Enhancements,01/07/2011,30/06/2013,202852,,D7F4F462-0518-4784-908A-D12633C139B3,818CD6C9-61EE-41F2-9F37-0C7A8F43E25D,B543AAEC-7EF8-4528-981A-3BB0650938B8,8C7EEEC0-E483-4A8F-9C6F-33F3A05CAC62,http://gtr.rcuk.ac.uk:80/project/8C7EEEC0-E483-4A8F-9C6F-33F3A05CAC62
STFC,The University of Manchester,ST/M004589/1,Research Grant,Cullen,David Matthew,,The first validation of personalised dosimetry for molecular radiotherapy using 3D printed organs - Invited resubmission.,01/02/2015,31/01/2016,96766,,D7F4F462-0518-4784-908A-D12633C139B3,E5AFE7E4-FF5D-4FF1-B50B-E04A6DF7D791,99C41D61-B990-4324-B666-A7EB9D08E441,3F3D2DD8-4DCD-4AA6-A7CA-3AAC8E64ABFE,http://gtr.rcuk.ac.uk:80/project/3F3D2DD8-4DCD-4AA6-A7CA-3AAC8E64ABFE
STFC,University of Leicester,ST/H00856X/1,Research Grant,King,Andrew,,HPC Resources for Theoretical Astrophysics at the University of Leicester,01/11/2009,31/10/2012,304659,,D7F4F462-0518-4784-908A-D12633C139B3,C842A34F-18F7-454D-A259-FED802368496,FF58A554-DB38-4D46-BD52-B7761ECE8B65,62880D80-0DAC-48DE-9AB5-32A0971BB617,http://gtr.rcuk.ac.uk:80/project/62880D80-0DAC-48DE-9AB5-32A0971BB617
STFC,University of Leicester,ST/N00146X/1,Research Grant,Lapington,Jonathan,Stephen,CTA Bridging Proposal,01/04/2015,30/06/2015,44691,,D7F4F462-0518-4784-908A-D12633C139B3,C842A34F-18F7-454D-A259-FED802368496,7A8103FE-2323-4104-9094-BD44B5986C91,ECD7F92B-D3CA-4984-8DB1-29195862E356,http://gtr.rcuk.ac.uk:80/project/ECD7F92B-D3CA-4984-8DB1-29195862E356
STFC,University of Bristol,ST/H002561/1,Research Grant,Cussans,David,,Cosmic Ray Tomography,17/11/2009,16/11/2010,119311,,D7F4F462-0518-4784-908A-D12633C139B3,FD94FDDE-5BBC-4E12-911F-0B70DBCFA743,DE3FAEBF-A3D5-4A6D-841F-3E86E6F70EA7,A3DD76E4-B483-43A5-B520-2BFB28611E6D,http://gtr.rcuk.ac.uk:80/project/A3DD76E4-B483-43A5-B520-2BFB28611E6D
STFC,University of Oxford,ST/L003007/1,Research Grant,Harnew,Neville,,LHCb Upgrade: Beyond the Energy Frontier,01/10/2014,31/03/2020,2222010,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,13A0475A-5269-4BE8-A0F2-E65D5A6AEADB,851CEBCE-548A-42FA-A9A1-304B35BEACA3,http://gtr.rcuk.ac.uk:80/project/851CEBCE-548A-42FA-A9A1-304B35BEACA3
STFC,University of Cambridge,ST/M007685/1,Research Grant,Efstathiou,George,,PLANCK UKSA Extension Supplementary Funding,01/04/2014,31/03/2015,68572,,D7F4F462-0518-4784-908A-D12633C139B3,D1774113-D5D2-4B7C-A412-66A90FE4B96F,90176AB0-D747-401F-81AF-0F155A4190B1,9F821E13-2FCC-4C16-A45C-298DABF930A2,http://gtr.rcuk.ac.uk:80/project/9F821E13-2FCC-4C16-A45C-298DABF930A2
STFC,Queen's University of Belfast,ST/L006308/1,Research Grant,Mathioudakis,Mihalis,,Detector development for the Advanced Technology Solar Telescope,01/06/2014,31/05/2018,1902470,,D7F4F462-0518-4784-908A-D12633C139B3,6DF12A24-BEFF-40FA-9A8E-D79B6BFDF346,3E2A3A29-C5F8-4045-B749-BFDCD80FA4A7,0BFAAB59-1F57-4173-A28E-3388F4563229,http://gtr.rcuk.ac.uk:80/project/0BFAAB59-1F57-4173-A28E-3388F4563229
STFC,The Natural History Museum,ST/M007014/1,Research Grant,Smith,Caroline,,iMARS Phase II Science Team and Co-Chair Participation,14/10/2014,13/08/2015,5047,,D7F4F462-0518-4784-908A-D12633C139B3,B2F6103D-47D2-486A-8F7C-C62362BAACD9,9AEB3A5A-5129-4A43-ADEA-FB0A23B111A5,98D471E4-A028-41DB-B6B4-373D7A0754D0,http://gtr.rcuk.ac.uk:80/project/98D471E4-A028-41DB-B6B4-373D7A0754D0
STFC,Hampshire Technology Centre Trust Ltd,ST/F500748/1,Research Grant,Winfield,Phil,,Planetarium Resources for Schools,15/01/2008,14/04/2009,10000,,D7F4F462-0518-4784-908A-D12633C139B3,8ADE4F76-DFAD-4DA1-9FFA-7D6E76B8E83D,0996D2B2-3D2D-424B-9F58-50D8A5940259,A8D729C5-9325-4926-BD1D-3A487A2FD1D6,http://gtr.rcuk.ac.uk:80/project/A8D729C5-9325-4926-BD1D-3A487A2FD1D6
STFC,"Queen Mary, University of London",ST/K001094/1,Research Grant,Stark,John Paul Whitfield,,NSTP CubeSat: Mission Concept proposal: Electric Propulsion Technology Verification Mission,01/02/2012,31/05/2012,19585,,D7F4F462-0518-4784-908A-D12633C139B3,D5337A10-AC8A-402A-8164-C5F9CC6B0140,3B235C20-969A-432A-BD22-DA6428FF7F47,AAD6C0D6-0102-4DB6-B26C-32C34034EFBE,http://gtr.rcuk.ac.uk:80/project/AAD6C0D6-0102-4DB6-B26C-32C34034EFBE
STFC,Durham University,PP/E001319/1,Research Grant,Chadwick,Paula,,Extreme Environment Astrophysics with H.E.S.S. Phase I 2007-2010,01/04/2008,30/09/2011,415573,,D7F4F462-0518-4784-908A-D12633C139B3,46B41008-0EB4-4E28-BBFB-E98366999EC5,BB82E83C-A61A-4D00-BA03-3785464E9259,BC53C919-888A-4D91-A830-38001F162693,http://gtr.rcuk.ac.uk:80/project/BC53C919-888A-4D91-A830-38001F162693
STFC,University of Sheffield,ST/H000747/1,Research Grant,Thompson,Lee,,Sheffield T2K ND280 ECAL construction,01/07/2009,31/12/2009,18015,,D7F4F462-0518-4784-908A-D12633C139B3,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,8DEC3857-E949-4553-9AFF-861FCBA63452,CA69C55E-860A-4B12-BC6F-37F59EEBECAC,http://gtr.rcuk.ac.uk:80/project/CA69C55E-860A-4B12-BC6F-37F59EEBECAC
STFC,University of Glasgow,ST/N002296/1,Research Grant,Ward,Henry,,LISA Pathfinder: pre-and post-launch support,01/04/2015,31/03/2016,177979,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,E0EB9E31-46E9-4A26-AC24-846BBA06282C,E6B22C58-04D3-49A1-92C9-4AE47F255A55,http://gtr.rcuk.ac.uk:80/project/E6B22C58-04D3-49A1-92C9-4AE47F255A55
STFC,Lancaster University,ST/L000970/1,Research Grant,Jones,Roger,William,ATLAS Upgrade 2012,01/04/2013,31/03/2019,416755,,D7F4F462-0518-4784-908A-D12633C139B3,44160F04-5CBF-4E8E-A6C6-C0EF61A5865C,8632879A-5A5B-49BB-9052-4E47C901EBFE,8F76C295-BB7A-40AE-9C6D-3DDB130E47FF,http://gtr.rcuk.ac.uk:80/project/8F76C295-BB7A-40AE-9C6D-3DDB130E47FF
STFC,University of Leicester,ST/M004678/1,Research Grant,Holt,John,Michael,SPLIT SENSOR FURTHER DEVELOPMENT FOR COMMERCIALISATION,01/05/2015,29/02/2016,86197,,D7F4F462-0518-4784-908A-D12633C139B3,C842A34F-18F7-454D-A259-FED802368496,CC400F17-4EB2-4D6A-95B7-00FA514CFA2B,D7591D99-8CFE-489C-93D5-45152F428EBB,http://gtr.rcuk.ac.uk:80/project/D7591D99-8CFE-489C-93D5-45152F428EBB
STFC,Imperial College London,ST/G008485/1,Research Grant,Pike,William,Thomas,Science from the Extended Mission of the Phoenix Mars Lander,01/12/2008,31/12/2009,96738,,D7F4F462-0518-4784-908A-D12633C139B3,46387D84-F71E-4B7D-8C7D-9C288F113510,BFF871FD-6108-4D54-9B38-BFCBCA37C20F,2F89A02E-BDD5-4FCE-AD8D-457028B55F3B,http://gtr.rcuk.ac.uk:80/project/2F89A02E-BDD5-4FCE-AD8D-457028B55F3B
STFC,Lancaster University,ST/M004821/1,Research Grant,Jones,Roger,William,GridPP4+ Tranche-III Northgrid-Lancaster staff grant,01/04/2015,31/03/2016,143869,,D7F4F462-0518-4784-908A-D12633C139B3,44160F04-5CBF-4E8E-A6C6-C0EF61A5865C,8632879A-5A5B-49BB-9052-4E47C901EBFE,7FB3B40B-CA93-4567-A9E7-4C1E26FDAF48,http://gtr.rcuk.ac.uk:80/project/7FB3B40B-CA93-4567-A9E7-4C1E26FDAF48
STFC,University of Bath,CC/D00005X/1,Research Grant,Raithby,Paul Robert,,New facilities for studying single crystals under a range of non-ambient conditions using SR radiation,09/10/2006,08/01/2010,51647,,D7F4F462-0518-4784-908A-D12633C139B3,EAAD4D43-BD15-432B-9385-2DBD0C65958D,8AFF2921-FB98-4F0B-B84A-01F7C6CC73E2,31BBE4E6-9835-4E58-B5A6-5AE521144055,http://gtr.rcuk.ac.uk:80/project/31BBE4E6-9835-4E58-B5A6-5AE521144055
STFC,Queen's University of Belfast,ST/J00183X/1,Research Grant,Pollacco,Don,,PLATO Bridge Summer 2011,01/07/2011,31/10/2011,15699,,D7F4F462-0518-4784-908A-D12633C139B3,6DF12A24-BEFF-40FA-9A8E-D79B6BFDF346,1D92F2D4-C731-4CCF-81CB-EE052D27D8F9,FF8638FA-3384-413F-8AF8-57FCA2CF3F47,http://gtr.rcuk.ac.uk:80/project/FF8638FA-3384-413F-8AF8-57FCA2CF3F47
STFC,"Royal Holloway, University of London",ST/K000780/1,Research Grant,Teixeira-Dias,Pedro,,Upgrade of the ATLAS experiment - resources at RHUL,01/12/2012,31/03/2013,33352,,D7F4F462-0518-4784-908A-D12633C139B3,7A0397DD-E0C6-4EA3-8031-B841D2503C4D,A1B0D1A4-2343-44D2-A28E-23317D75D9A3,2CF798DB-AECC-4EBF-8992-61DFC8EB1F5A,http://gtr.rcuk.ac.uk:80/project/2CF798DB-AECC-4EBF-8992-61DFC8EB1F5A
STFC,University of Oxford,ST/J00295X/1,Research Grant,Bowles,Neil,Edward,Study Support for the Marco Polo-R ESA Cosmic Visions Candidate mission,01/04/2011,31/03/2013,2400,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,5A05F405-C631-47A3-83CE-7B3CF3C0EC87,189EDCF6-6CBE-46A6-AD69-5E5E0347907D,http://gtr.rcuk.ac.uk:80/project/189EDCF6-6CBE-46A6-AD69-5E5E0347907D
